bucket ID 	 bug ID 	 crash version 	 crashes 	 bug fixing changes 	 bug inducing changes
105870	149306	ec9be6a6486c	473823|430297|422887|422210|406911|406000|402748|402745|400638|396722|393468|393416|390387|377241|375248|375246|375245|373511|369610|369032|367385|367309|365827|362773|360308|358828|358827|356963|355744|355248|349739|349697|349531|348845|346232|346227|345653|345143|344685|343527|343359|342196|342192|342166|341846|340099|340081|337444|336508|336234|333309|332565|332537|332122|332121|332065|331001|330381|330380|327768|327064|326942|325744|322297|322294|319356|319101	39b46be59ff5c189489a7b32ed9c77ca4dfb8855	b6a7e9013f33|a9e8ba8ee474
162705	200489	ec9be6a6486c	364383|322032	10890b0fac5fdca2feaecdc41cce4282d429b74a	e56ef8061b13|2a9b8edff274
72018	193139	ec9be6a6486c	374588	53a72f9de146c1bd11450045facc597c90a2e8c6	c7cd61329d59
159974	178971	ec9be6a6486c	354246|320876	0ee262c8b07e3453139d83c1a8e50368b27334ea	b8c02c64be7c
157674	178886	ec9be6a6486c	560561|560559|532999|414491|385099|382209|378449|372868|372267|354851|331671|330835|329651|322073|322072|320099	24b8af326ec66c4d0db2a99761ca076c11572241	3655e3539716
62573	188871	ec9be6a6486c	464714|402190|401824|401786|401054|399391|395135|394735|389352|381896|378954|378953|378941|378936|372420|372418|372417|367633|363266|355870|346893|340394|340257|328142|328138|328137|327181|323802|323791|321621|320019	b2f6144b66d2ff390c5f623953658111307e1f81	8c3c397c5a77|6884008a7fc2
153556	177479	ec9be6a6486c	400616|400615|388778|388775|373830|323866	5a40014da640711f1e3dca5b73d8d9a38b6e7d38	9e29145f1f6b
164965	192439	ec9be6a6486c	335295	118b53f8d13549ae4d3f46cc25b7bd4edaa632c4	d73f986cfd5c
164762	180046	ec9be6a6486c	430126|382686|370256|359646|358457|351460|347896|343112|333432|332442|324930	b5c6a826029284fce8c205bd0f34554f77559735	8559551465d2
147311	186939	ec9be6a6486c	395822	3eeb7a66a8198a8ebb35cd51729e674e560d3fbf	f99c4705a853|28fd77a98f9e|10c3f4879371|7d81611ef7a5|78e10891a932|b7ec30c5e4e3|d314fc4f0cf7
167361	183230	ec9be6a6486c	363157|363156	b9226b5cb6bbfb1029de6ff70856dd25a188f6f3	159349529104
164761	180773	ec9be6a6486c	419511|418859|418858|417359|417358|414254|402749|396789|393639|393637|389354|382088|379199|374229|372384|371788|357917|350213|348813|346731|346317|332434	13ae5b397c61f221f5dbede39aa8883afbcd4f32	8559551465d2|4a1642c30e63|8e54b88cb1fc
163040	190443	ec9be6a6486c	403473|378899|368138	59418ef19bb66289ebaf5f2d0a746dd9553ee1df	e6a8f0bfef87
173758	192518	ec9be6a6486c	506776|409755|393175|389622|346391|337836|337478	eb13e7c6b96029aa3e70929997c271551ae7d4c2	5365f819f133|7f79d7f8ec2b
152458	167978	ec9be6a6486c	510460|409842|401561|396898	49e0e4109e75c0cff7d32d36c0c19e9806554464|94a9ab15f4db3472f5ac1703a2bb197dfb68c3b8	8559551465d2
151402	177548	ec9be6a6486c	368608|362997	24509f436998c7af6c91d38e9e88ad6c0d5303ac|3c40170ec3ae6dba1b9cdcca95fcbefa752e0127	a0dd506e5684|da9ae5b7a4e9|9ebacdc7ab3f
29060	179416	ec9be6a6486c	325879	83717871204fb31933d034d15e9dc0751c6d9710	d19bfd6c52d4
168608	184948	ec9be6a6486c	376525	827065151b91f94edd7cb36beddcfe88144a4c57	8559551465d2
150791	199502	ec9be6a6486c	338330|337354	691cb193a05050c37d2405598acecdd2d385a866	8559551465d2
157882	181132	ec9be6a6486c	331837	8c6d0175b4888dbecffbcad702d565068a449751	719ab2c54730|9387b72807ce
155021	190100	ec9be6a6486c	373811	4093cade2552f9e4d068a22212afc7e8acc10917	439e09d216d9
162971	176665	ec9be6a6486c	332506	2b48e383c87d3b0150574fd0038cd2cae6d1197c	7c420c87f4d0
170716	187819	ec9be6a6486c	458865|402249	5c6f6ede1e824a1c213d56f97745254e6f59a1ff	fa6299672e40|8559551465d2
154715	177707	ec9be6a6486c	400612|363497	8233275f76fd8d0377c76b5062ae24cebc839a61	bb5436a892c1
163067	184021	ec9be6a6486c	657775|657772|416756|376565|372556|370296|355412|348336|342284|336728|332476|327258|327244|318877|317894	7eecc4f37a68eb79fb49f1e1e9940cffb4d9eee0	74755896d66c
132903	152366	ec9be6a6486c	405813|398191|382554|378666|375233|371523|369062|352830|330075|327591|326618|319751|319462|317842	da39806fd875b0e12b5ea47a4c97a439c7a5ba16|a64aac5e66c95ec57f522ef4f212fc2886218c54	8559551465d2
175967	194463	ec9be6a6486c	375774	da7d8845437de7fa3af18c819877c600ae4eaba7|ea0ca8152bb01c8d3dadb34dd14de5d3fe85439c	68c9adf8c46e
151498	181034	ec9be6a6486c	357592|342131|336138|328428|320092	18d07c6d129d66b75ddc131334d571dc61290aba	d64838532f1c
144922	185080	ec9be6a6486c	379754	654dd9e01c786438e7bc2f76f44b57716bf96582	0a6fbdec601f
153790	184022	ec9be6a6486c	354380|337655|336882	80f3271db9c1ac64a08c585e5de2d9ff7945f02c	fa6299672e40|56190e94ae3f
158743	180447	ec9be6a6486c	352963|335717	fbb4d5aa821d357a9c56761911fe8fc65a1f281c	6825565854d6
164149	179543	ec9be6a6486c	415438|409599|359684|359678|335524|327823|326921	73f4d6b234a545d51c7f05f980ae0cf3abb808ee|28bf1d99d434264483d96125b9602df78a9b2dfa	6c08609a8a8b
144180	194281	ec9be6a6486c	419496	52d24ad4cfb1b5dc47c694f4bc3491376ab8eec8	bb2d0b852b48
184272	207098	ec9be6a6486c	378909	5f049c7bd045ba0a4f3f087455a1febbc10ea883	8559551465d2
155913	172620	ec9be6a6486c	351934|319125|318715	6f4aa52e1944cd9058f255c214b680d5690ed3f6	d58c9315a741
168472	196617	ec9be6a6486c	376185|375652	e64085d3f6566e5de178e5b482f467c83d58355b	4f31df7b30bb|eaf43055f658
164590	179855	ec9be6a6486c	470448|372668|350489|336287|330328	c7dc2de124f2ac977f3f4157e7e781841f095a54	a02f23cfc1a3|26847aebc78f|8c8d95b3fc50|4c8b2e081042
147528	160302	ec9be6a6486c	427299|400100	18df6fd7caa4157cfa62ecde44653e5b7510a270	4f0a34c170f2|3d4cfe5940f5
170944	203617	ec9be6a6486c	404761	9c436d7d585509a0980afcca8896a5c6611018e2	cf1658b8561f
145149	182558	ec9be6a6486c	349158	6c0c92c67ebd2f4feab905b7e7609789173d5b1c	9f7b78f36beb
145505	157361	ec9be6a6486c	402988|393358|392315|372433|351732|339294|334535|332926|326366	fad23e53083ca0ca92438a70e7731973a9362219|78199517f170ec4bc60039cedccb0c29719b9e3f	78199517f170|63608ddca04e
133211	183590	ec9be6a6486c	366591|366577	4a5f1968ace8608b9d2ac8a34b64c2d0f77f545c	0ec462924dbb|8b58c18fa459
160498	183593	ec9be6a6486c	334533|334531	c1c7199e1c97ff78effb6ed33f92c7a198c48de1	02e7650a3e2d
160336	180579	ec9be6a6486c	336933	c13623eb7d8e349485b4f778647dc354bb99786c	ff4dcd4e7cbf
181899	203551	ec9be6a6486c	339945	4cd0d9c0168e16d5e752f464e440680fc759c389	87c475ec04d2|3cddf17355c0
160138	175092	ec9be6a6486c	408890|407143|407031|405778|405552|405452|405378|404950|404435|402917|402800|401498|400596|400107|399690|399428|399377|398866|398854|398732|397432|396526|380987|378583|376649|374063|365848|364660|362590|362202|361045|360886|360256|359743|358271|357045|355323|353647|353574|353486|353110|353059|352768|351024|351011|349663|349160|347973|347731|346090|345646|339338|338283|338051|335423|335080|328613|328611|328609|325325	964ad2c2ce6b28ebfa724f000d24fe0435f1bdb8	33e01910f0e5
165622	181108	ec9be6a6486c	521970|419080|412336|391804|373754|362710|348768|345996|343118|325306|320429|317076	508a0b6d5a62cb4687099f9255504f4e0f0a123a	6185993da0da
149126	179210	ec9be6a6486c	323777	57e56e3198f9cc7833371933708754e63206c693	1dbd9af35275
164692	179979	ec9be6a6486c	366443	f9810ebcd54d4991484dda2a67c6043846b2afef	ebef72eb5278
153409	179401	ec9be6a6486c	354506|325697|322311|319026	ab7a1f4a1f09bcdc00a91a457d18979e1d39007c	8559551465d2
164064	179174	ec9be6a6486c	323522	42a71e16a7e797e13d5f4497f6001095108103c4	4908ff2e7f4a
174134	192241	ec9be6a6486c	402269|374061	247ab93d31a32132dac2f894c767b94d85065dec	eb7c79ef3ef7
